Week,Cycle Phase,Starting BTC (BTC),BTC Growth (BTC),Net BTC Holdings (BTC),BTC Price USD,BTC Price EUR,Portfolio Value EUR,Contribution EUR,Contribution Fee EUR,Net Contribution BTC,Withdrawal EUR,Portfolio (Pre-Withdrawal) EUR
459,Bull,4.32316519,0.01179768,4.33431609,163888.74,154612.02,670137.38,100.00,0.07,0.00064678,200,668413.32
460,Bull,4.33431609,-0.01469998,4.31904399,185278.05,174790.61,754928.34,100.00,0.07,0.00057211,200,757597.75
461,Bull,4.31904399,0.00999482,4.32829713,142918.97,134829.21,583580.90,100.00,0.07,0.00074168,200,582333.31
462,Bull,4.32829713,0.01368121,4.34127442,150583.08,142059.51,616719.33,100.00,0.07,0.00070393,200,614875.78
463,Bull,4.34127442,0.01415206,4.35477866,163627.86,154365.90,672229.34,100.00,0.07,0.00064781,200,670144.74
464,Bull,4.35477866,0.01241740,4.36651450,155525.10,146721.80,640662.85,100.00,0.07,0.00068156,200,638940.94
465,Bull,4.36651450,0.01040180,4.37605797,123496.00,116505.66,509835.51,100.00,0.07,0.00085833,200,508723.64
466,Bull,4.37605797,0.01283276,4.38801264,120717.04,113884.00,499724.42,100.00,0.07,0.00087809,200,498362.97
467,Bull,4.38801264,0.01699174,4.40432410,155817.92,146998.04,647426.99,100.00,0.07,0.00068028,200,645029.24
468,Bull,4.40432410,0.01064603,4.41412583,125546.49,118440.09,522809.44,100.00,0.07,0.00084431,200,521648.53
469,Bull,4.41412583,-0.01272286,4.40052418,120621.13,113793.52,500751.13,100.00,0.07,0.00087878,200,502298.91
470,Bull,4.40052418,0.01325059,4.41289923,121068.98,114216.02,504023.79,100.00,0.07,0.00087553,200,502610.36
471,Bull,4.41289923,-0.01382075,4.39823983,126391.88,119237.62,524435.64,100.00,0.07,0.00083866,200,526183.59
472,Bull,4.39823983,0.01632223,4.41388409,156350.22,147500.21,651048.83,100.00,0.07,0.00067797,200,648741.30
473,Bull,4.41388409,0.01392850,4.42716806,164460.14,155151.08,686879.90,100.00,0.07,0.00064453,200,684818.88
474,Bull,4.42716806,0.01231993,4.43879315,152553.33,143918.23,638823.27,100.00,0.07,0.00069484,200,637150.20
475,Bull,4.43879315,0.01221628,4.45025202,139950.48,132028.75,587561.22,100.00,0.07,0.00075741,200,586048.32
476,Bull,4.45025202,0.01317889,4.46266361,138148.83,130329.09,581614.88,100.00,0.07,0.00076729,200,579997.28
477,Bear,4.46266361,-0.00460644,4.45731384,142599.54,134527.87,599632.93,100.00,0.07,0.00074334,200,600352.62
478,Bear,4.45731384,0.00369924,4.46011740,118346.93,111648.05,497963.41,100.00,0.07,0.00089567,200,497650.40
479,Bear,4.46011740,0.00375606,4.46280989,99665.01,94023.59,419609.42,100.00,0.07,0.00106356,200,419356.27
480,Bear,4.46280989,0.00463807,4.46642459,103578.93,97715.97,436441.03,100.00,0.07,0.00102337,200,436087.82
481,Bear,4.46642459,-0.00463562,4.46080294,107502.73,101417.67,452404.25,100.00,0.07,0.00098602,200,452974.38
482,Bear,4.46080294,0.00527930,4.46524909,127228.00,120026.42,535947.84,100.00,0.07,0.00083315,200,535414.19
483,Bear,4.46524909,0.00434735,4.46874070,123868.74,116857.30,522204.97,100.00,0.07,0.00085574,200,521796.95
484,Bear,4.46874070,0.00353296,4.47119125,97929.94,92386.73,413078.75,100.00,0.07,0.00108241,200,412852.35
485,Bear,4.47119125,0.00592800,4.47630285,129837.50,122488.21,548294.33,100.00,0.07,0.00081641,200,547668.22
486,Bear,4.47630285,0.00364921,4.47895061,105847.29,99855.93,447249.78,100.00,0.07,0.00100144,200,446985.39
487,Bear,4.47895061,0.00489069,4.48292417,115577.53,109035.41,488797.46,100.00,0.07,0.00091713,200,488364.20
488,Bear,4.48292417,-0.00466933,4.47737432,120383.30,113569.15,508491.60,100.00,0.07,0.00088052,200,509121.89
489,Bear,4.47737432,0.00350474,4.47975417,94231.95,88898.07,398241.49,100.00,0.07,0.00112488,200,398029.92
490,Bear,4.47975417,0.00402175,4.48252294,84597.84,79809.28,357746.92,100.00,0.07,0.00125299,200,357525.95
491,Bear,4.48252294,0.00498601,4.48638249,94100.11,88773.69,398272.71,100.00,0.07,0.00112646,200,397930.08
492,Bear,4.48638249,0.00471309,4.49002331,98855.19,93259.62,418737.85,100.00,0.07,0.00107228,200,418398.31
493,Bear,4.49002331,0.00536564,4.49449166,118133.37,111446.57,500895.68,100.00,0.07,0.00089729,200,500397.70
494,Bear,4.49449166,0.00518141,4.49889474,136188.48,128479.70,578016.63,100.00,0.07,0.00077833,200,577450.92
495,Bear,4.49889474,0.00411772,4.50216207,124649.60,117593.96,529427.07,100.00,0.07,0.00085038,200,529042.85
496,Bear,4.50216207,0.00541454,4.50686952,149910.25,141424.77,637382.97,100.00,0.07,0.00070709,200,636717.22
497,Bear,4.50686952,0.00475308,4.51095214,158100.01,149150.95,672812.80,100.00,0.07,0.00067046,200,672203.87
498,Bear,4.51095214,0.00587798,4.51631559,206011.62,194350.59,877748.58,100.00,0.07,0.00051453,200,876706.19
499,Bear,4.51631559,0.00639840,4.52235081,291862.98,275342.44,1245195.09,100.00,0.07,0.00036318,200,1243533.34
500,Bear,4.52235081,0.00501555,4.52703888,323692.91,305370.67,1382424.88,100.00,0.07,0.00032747,200,1380993.28
501,Bear,4.52703888,0.00400136,4.53066975,286105.51,269910.86,1222876.96,100.00,0.07,0.00037049,200,1221896.95
502,Bear,4.53066975,0.00462064,4.53492711,291787.03,275270.78,1248332.92,100.00,0.07,0.00036328,200,1247160.99
503,Bear,4.53492711,0.00368501,4.53816505,237101.54,223680.70,1015099.92,100.00,0.07,0.00044707,200,1014375.65
504,Bear,4.53816505,0.00436254,4.54206253,227925.72,215024.26,976653.64,100.00,0.07,0.00046506,200,975815.59
505,Bear,4.54206253,0.00465929,4.54626845,233808.23,220573.80,1002787.71,100.00,0.07,0.00045336,200,1001859.99
506,Bear,4.54626845,-0.00399960,4.54175353,205693.84,194050.79,881330.85,100.00,0.07,0.00051533,200,882206.98
507,Bear,4.54175353,0.00619553,4.54757128,280592.38,264709.79,1203786.66,100.00,0.07,0.00037777,200,1202246.64
508,Bear,4.54757128,0.00462126,4.55182079,285139.18,268999.23,1224436.28,100.00,0.07,0.00037175,200,1223293.16
509,Bear,4.55182079,0.00480983,4.55627882,301301.67,284246.86,1295107.93,100.00,0.07,0.00035181,200,1293840.75
510,Bear,4.55627882,0.00455920,4.56048644,301494.90,284429.15,1297135.28,100.00,0.07,0.00035158,200,1295938.51
511,Bear,4.56048644,0.00454458,4.56467821,300443.62,283437.37,1293800.40,100.00,0.07,0.00035281,200,1292612.30
512,Bear,4.56467821,0.00421487,4.56851099,277419.64,261716.64,1195655.36,100.00,0.07,0.00038209,200,1194652.26
513,Bear,4.56851099,0.00502188,4.57318527,304950.42,287689.08,1315655.45,100.00,0.07,0.00034760,200,1314310.70
514,Bear,4.57318527,0.00390674,4.57668512,260510.55,245764.67,1124787.53,100.00,0.07,0.00040689,200,1123927.39
515,Bear,4.57668512,0.00463537,4.58091875,263850.86,248915.91,1140263.55,100.00,0.07,0.00040174,200,1139209.74
516,Bear,4.58091875,0.00444759,4.58495256,256171.51,241671.24,1108051.17,100.00,0.07,0.00041379,200,1107076.32
517,Bear,4.58495256,0.00481865,4.58937749,269228.77,253989.41,1165653.27,100.00,0.07,0.00039372,200,1164529.39
518,Bear,4.58937749,0.00467353,4.59366439,274165.27,258646.48,1188135.15,100.00,0.07,0.00038663,200,1187026.35
519,Bear,4.59366439,0.00417623,4.59741535,249251.49,235142.91,1081049.64,100.00,0.07,0.00042527,200,1080167.63
520,Bear,4.59741535,-0.00482161,4.59218824,261406.19,246609.62,1132477.78,100.00,0.07,0.00040550,200,1133766.83
521,Bear,4.59218824,0.00447101,4.59624276,254508.37,240102.23,1103568.15,100.00,0.07,0.00041649,200,1102594.65
522,Bear,4.59624276,0.00370430,4.59943029,205118.74,193508.24,890027.68,100.00,0.07,0.00051677,200,889410.87
523,Bear,4.59943029,0.00447598,4.60337524,199613.28,188314.41,866881.90,100.00,0.07,0.00053103,200,866139.01
524,Bear,4.60337524,0.00501085,4.60789825,217282.47,204983.46,944542.93,100.00,0.07,0.00048784,200,943615.79
525,Bear,4.60789825,0.00459912,4.61200860,216868.45,204592.88,943584.11,100.00,0.07,0.00048878,200,942743.16
526,Bear,4.61200860,0.00539767,4.61698863,253812.17,239445.44,1105516.88,100.00,0.07,0.00041763,200,1104324.43
527,Bear,4.61698863,0.00488682,4.62148088,268645.75,253439.39,1171265.29,100.00,0.07,0.00039457,200,1170126.78
528,Bear,4.62148088,0.00418762,4.62523305,243425.74,229646.92,1062170.53,100.00,0.07,0.00043545,200,1061308.85
529,Bear,4.62523305,0.00599201,4.63088894,315359.34,297508.81,1377730.26,100.00,0.07,0.00033612,200,1376047.58
530,Bear,4.63088894,0.00527216,4.63586587,359029.55,338707.13,1570200.81,100.00,0.07,0.00029524,200,1568515.09
531,Bear,4.63586587,-0.00404648,4.63148114,313384.12,295645.40,1369276.08,100.00,0.07,0.00033824,200,1370572.40
532,Bear,4.63148114,-0.00392364,4.62715824,265488.48,250460.83,1158921.91,100.00,0.07,0.00039926,200,1160004.63
533,Bear,4.62715824,0.00542696,4.63224478,311378.17,293752.99,1360735.76,100.00,0.07,0.00034042,200,1359241.57
534,Bear,4.63224478,0.00413962,4.63600347,278264.38,262513.57,1217013.80,100.00,0.07,0.00038093,200,1216027.10
535,Bear,4.63600347,0.00344860,4.63893998,206993.35,195276.74,905877.09,100.00,0.07,0.00051209,200,905303.66
536,Bear,4.63893998,0.00371787,4.64201889,165894.61,156504.35,726496.14,100.00,0.07,0.00063896,200,726014.28
537,Bear,4.64201889,0.00422746,4.64554474,151079.39,142527.72,662118.92,100.00,0.07,0.00070162,200,661616.39
538,Bear,4.64554474,0.00501982,4.64991525,163251.20,154010.57,716136.09,100.00,0.07,0.00064931,200,715462.98
539,Bear,4.64991525,0.00553443,4.65490414,194304.99,183306.59,853274.62,100.00,0.07,0.00054553,200,852360.12
540,Bear,4.65490414,0.00442959,4.65876044,184899.87,174433.84,812645.49,100.00,0.07,0.00057328,200,811972.82
541,Bear,4.65876044,-0.00291746,4.65492754,115789.86,109235.72,508484.35,100.00,0.07,0.00091545,200,508903.04
542,Bear,4.65492754,-0.00593480,4.64827471,147626.27,139270.07,647365.52,100.00,0.07,0.00071803,200,648292.06
543,Bear,4.64827471,0.00445204,4.65197707,141394.05,133390.61,620530.06,100.00,0.07,0.00074968,200,620036.20
544,Bear,4.65197707,-0.00444999,4.64674338,135254.67,127598.75,592918.64,100.00,0.07,0.00078371,200,593586.45
545,Bear,4.64674338,0.00609661,4.65224266,177456.65,167411.94,778840.96,100.00,0.07,0.00059733,200,777920.31
546,Bear,4.65224266,-0.00560451,4.64614232,213780.09,201679.33,937030.89,100.00,0.07,0.00049584,200,938261.20
547,Bear,4.64614232,0.00463025,4.65027503,213048.91,200989.54,934656.62,100.00,0.07,0.00049754,200,933825.99
548,Bear,4.65027503,0.00503402,4.65484944,230629.86,217575.34,1012780.46,100.00,0.07,0.00045961,200,1011785.18
549,Bear,4.65484944,0.00451755,4.65889342,223827.45,211157.97,983762.49,100.00,0.07,0.00047358,200,982908.57
550,Bear,4.65889342,0.00523128,4.66370294,251326.57,237100.54,1105766.49,100.00,0.07,0.00042176,200,1104626.16
551,Bear,4.66370294,0.00473332,4.66802070,255078.26,240639.87,1123311.88,100.00,0.07,0.00041556,200,1122272.86
552,Bear,4.66802070,0.00658899,4.67431529,360047.54,339667.49,1587712.94,100.00,0.07,0.00029441,200,1585574.88
553,Bear,4.67431529,0.00502027,4.67906144,386695.68,364807.25,1706955.54,100.00,0.07,0.00027412,200,1705224.10
554,Bear,4.67906144,0.00554871,4.68437900,458566.83,432610.21,2026510.20,100.00,0.07,0.00023115,200,2024209.77
555,Bear,4.68437900,0.00452948,4.68866942,443403.42,418305.12,1961294.41,100.00,0.07,0.00023906,200,1959499.71
556,Bear,4.68866942,0.00391878,4.69230218,370595.95,349618.82,1640517.15,100.00,0.07,0.00028603,200,1639247.07
557,Bear,4.69230218,-0.00506159,4.68697543,399761.94,377133.91,1767617.36,100.00,0.07,0.00026516,200,1769626.25
558,Bear,4.68697543,0.00459676,4.69130183,392067.59,369875.09,1735195.67,100.00,0.07,0.00027036,200,1733595.44
559,Bear,4.69130183,0.00472538,4.69575881,394916.03,372562.29,1749462.68,100.00,0.07,0.00026841,200,1747802.18
560,Bear,4.69575881,0.00515000,4.70066407,433117.94,408601.83,1920699.94,100.00,0.07,0.00024474,200,1918695.64
561,Bear,4.70066407,0.00449849,4.70490682,414489.50,391027.83,1839749.50,100.00,0.07,0.00025574,200,1838090.47
562,Bear,4.70490682,0.00370610,4.70828826,326497.40,308016.41,1450230.05,100.00,0.07,0.00032466,200,1449188.51
563,Bear,4.70828826,0.00533628,4.71333809,370045.39,349099.43,1645423.62,100.00,0.07,0.00028645,200,1643660.73
564,Bear,4.71333809,0.00594044,4.71905125,466385.79,439986.59,2076319.27,100.00,0.07,0.00022728,200,2073805.56
565,Bear,4.71905125,-0.00521699,4.71362868,515597.05,486412.31,2292767.01,100.00,0.07,0.00020559,200,2295404.61
566,Bear,4.71362868,0.00487537,4.71830528,533288.91,503102.75,2373792.34,100.00,0.07,0.00019877,200,2371439.53
567,Bear,4.71830528,0.00515208,4.72327533,582316.35,549355.05,2594755.13,100.00,0.07,0.00018203,200,2592024.81
568,Bear,4.72327533,0.00805266,4.73122122,992784.32,936588.98,4431209.67,100.00,0.07,0.00010677,200,4423767.64
569,Bear,4.73122122,0.00355150,4.73463048,745235.72,703052.56,3328694.10,100.00,0.07,0.00014224,200,3326297.21
570,Bear,4.73463048,0.00484831,4.73933989,763128.88,719932.91,3412006.74,100.00,0.07,0.00013890,200,3408616.28
571,Bear,4.73933989,0.00459800,4.74379472,740370.81,698463.03,3313365.23,100.00,0.07,0.00014317,200,3310253.70
572,Bear,4.74379472,0.00494635,4.74860376,771984.54,728287.31,3458347.84,100.00,0.07,0.00013731,200,3454845.48
573,Bear,4.74860376,0.00641424,4.75491635,1042768.72,983744.07,4677620.78,100.00,0.07,0.00010165,200,4671410.80
574,Bear,4.75491635,0.00420332,4.75900468,921801.28,869623.85,4138543.96,100.00,0.07,0.00011499,200,4134988.65
575,Bear,4.75900468,0.00573817,4.76464748,1111462.14,1048549.19,4995967.24,100.00,0.07,0.00009537,200,4990050.49
576,Bear,4.76464748,0.00394765,4.76848002,920879.12,868753.89,4142635.55,100.00,0.07,0.00011511,200,4139306.01
577,Bear,4.76848002,0.00441166,4.77276727,851971.08,803746.30,3836094.02,100.00,0.07,0.00012442,200,3832648.16
578,Bear,4.77276727,0.00438394,4.77701576,782563.68,738267.62,3526716.07,100.00,0.07,0.00013545,200,3523579.54
579,Bear,4.77701576,-0.00392524,4.77292567,643027.54,606629.75,2895398.72,100.00,0.07,0.00016485,200,2897879.89
580,Bear,4.77292567,0.00427125,4.77701271,575439.33,542867.29,2593283.96,100.00,0.07,0.00018421,200,2591065.24
581,Bear,4.77701271,0.00509483,4.78193483,613723.82,578984.73,2768667.26,100.00,0.07,0.00017272,200,2765817.43
582,Bear,4.78193483,0.00613812,4.78793839,787779.20,743187.92,3558337.99,100.00,0.07,0.00013456,200,3553876.22
583,Bear,4.78793839,0.00569888,4.79352422,937660.53,884585.40,4240281.56,100.00,0.07,0.00011305,200,4235340.41
584,Bear,4.79352422,0.00362466,4.79699938,709019.70,668886.51,3208648.19,100.00,0.07,0.00014950,200,3206323.70
585,Bear,4.79699938,0.00472017,4.80156762,697664.09,658173.67,3160265.39,100.00,0.07,0.00015194,200,3157258.70
586,Bear,4.80156762,0.00563038,4.80706843,818089.43,771782.48,3710011.19,100.00,0.07,0.00012957,200,3705765.76
587,Bear,4.80706843,-0.00528068,4.80166980,898690.20,847820.95,4070956.24,100.00,0.07,0.00011795,200,4075533.31
588,Bear,4.80166980,0.00544464,4.80701042,1019029.84,961348.90,4621214.19,100.00,0.07,0.00010402,200,4616080.00
589,Bear,4.80701042,0.00422985,4.81112206,896679.62,845924.17,4069844.42,100.00,0.07,0.00011821,200,4066366.28
590,Bear,4.81112206,0.00455158,4.81554869,848306.77,800289.40,3853832.57,100.00,0.07,0.00012495,200,3850289.99
591,Bear,4.81554869,0.00329578,4.81866189,580584.55,547721.27,2639283.63,100.00,0.07,0.00018257,200,2637578.46
592,Bear,4.81866189,0.00527949,4.82377475,636108.50,600102.36,2894758.61,100.00,0.07,0.00016664,200,2891690.38
593,Bear,4.82377475,0.00426704,4.82785340,562691.67,530841.19,2562823.47,100.00,0.07,0.00018838,200,2560658.35
594,Bear,4.82785340,0.00439266,4.83203901,511969.02,482989.64,2333824.77,100.00,0.07,0.00020704,200,2331803.17
595,Bear,4.83203901,-0.00566783,4.82619467,600523.90,566531.98,2734193.63,100.00,0.07,0.00017651,200,2737504.64
596,Bear,4.82619467,0.00477206,4.83078822,593788.37,560177.71,2706099.87,100.00,0.07,0.00017851,200,2703526.67
597,Bear,4.83078822,0.00361326,4.83416281,444132.28,418992.72,2025479.02,100.00,0.07,0.00023867,200,2024065.09
598,Bear,4.83416281,0.00524251,4.83918524,481648.85,454385.70,2198856.60,100.00,0.07,0.00022008,200,2196574.47
599,Bear,4.83918524,0.00332667,4.84219177,331106.93,312365.03,1512531.37,100.00,0.07,0.00032014,200,1511592.24
600,Bear,4.84219177,0.00495439,4.84683327,338778.86,319602.70,1549061.00,100.00,0.07,0.00031289,200,1547577.57
601,Bear,4.84683327,0.00506362,4.85159740,353931.78,333897.91,1619938.22,100.00,0.07,0.00029949,200,1618347.49
602,Bear,4.85159740,0.00420764,4.85545972,306954.16,289579.39,1406041.08,100.00,0.07,0.00034533,200,1404922.64
603,Bear,4.85545972,0.00483920,4.85995243,305926.54,288609.95,1402630.62,100.00,0.07,0.00034649,200,1401333.97
604,Bear,4.85995243,0.00467465,4.86426686,294262.10,277605.75,1350348.47,100.00,0.07,0.00036022,200,1349150.76
605,Bear,4.86426686,0.00561679,4.86957168,339785.48,320552.34,1560952.58,100.00,0.07,0.00031196,200,1559252.11
606,Bear,4.86957168,-0.00441750,4.86481029,308241.43,290793.80,1414656.68,100.00,0.07,0.00034389,200,1416041.26
607,Bear,4.86481029,0.00558104,4.87009158,353622.93,333606.54,1624694.39,100.00,0.07,0.00029975,200,1622932.51
608,Bear,4.87009158,0.00581808,4.87565875,422457.58,398544.89,1943168.87,100.00,0.07,0.00025091,200,1940950.10
609,Bear,4.87565875,0.00625758,4.88172083,542195.68,511505.36,2497026.36,100.00,0.07,0.00019550,200,2493925.58
610,Bear,4.88172083,0.00455470,4.88606599,505874.30,477239.91,2331825.67,100.00,0.07,0.00020954,200,2329751.99
611,Bear,4.88606599,0.00455945,4.89040089,472058.10,445337.83,2177880.53,100.00,0.07,0.00022455,200,2175950.03
612,Bear,4.89040089,-0.00417013,4.88596742,402532.41,379747.56,1855434.19,100.00,0.07,0.00026333,200,1857117.79
613,Bear,4.88596742,0.00415259,4.88981018,342113.17,322748.27,1578177.79,100.00,0.07,0.00030984,200,1576937.54
614,Bear,4.88981018,0.00438219,4.89384664,306598.11,289243.50,1415513.34,100.00,0.07,0.00034573,200,1414345.82
615,Bear,4.89384664,0.00447138,4.89793963,280130.68,264274.22,1294399.18,100.00,0.07,0.00037839,200,1293317.51
616,Bear,4.89793963,-0.00468325,4.89286064,267851.74,252690.32,1236378.51,100.00,0.07,0.00039574,200,1237661.93
617,Bear,4.89286064,0.00499460,4.89746755,273421.14,257944.47,1263274.66,100.00,0.07,0.00038768,200,1262086.33
618,Bear,4.89746755,0.00390584,4.90088729,218059.73,205716.72,1008194.47,100.00,0.07,0.00048611,200,1007490.97
619,Bear,4.90088729,0.00497528,4.90538373,221369.56,208839.21,1024436.44,100.00,0.07,0.00047884,200,1023497.41
620,Bear,4.90538373,0.00601431,4.91100749,271412.99,256049.99,1257463.43,100.00,0.07,0.00039055,200,1256023.46
621,Bear,4.91100749,0.00572339,4.91639576,316310.13,298405.79,1467080.95,100.00,0.07,0.00033511,200,1465473.05
622,Bear,4.91639576,0.00396318,4.91994323,254982.22,240549.27,1183488.73,100.00,0.07,0.00041572,200,1182635.39
623,Bear,4.91994323,-0.00431856,4.91515106,223814.59,211145.84,1037813.68,100.00,0.07,0.00047361,200,1038825.52
624,Bear,4.91515106,0.00452291,4.91915930,205953.72,194295.96,955772.79,100.00,0.07,0.00051468,200,954994.00
625,Bull,4.91915930,-0.02188139,4.89693079,305374.27,288088.93,1410751.56,100.00,0.07,0.00034712,200,1417155.35
626,Bull,4.89693079,0.01448549,4.91106424,301106.69,284062.92,1395051.25,100.00,0.07,0.00035203,200,1391036.46
627,Bull,4.91106424,0.01206363,4.92269794,246548.02,232592.47,1144982.46,100.00,0.07,0.00042994,200,1142276.55
628,Bull,4.92269794,0.01553135,4.93782048,259290.28,244613.47,1207857.41,100.00,0.07,0.00040881,200,1204158.24
629,Bull,4.93782048,0.01218700,4.94951057,213317.50,201242.93,996053.99,100.00,0.07,0.00049691,200,993701.44
630,Bull,4.94951057,-0.01836031,4.93074839,263768.53,248838.24,1226958.74,100.00,0.07,0.00040187,200,1231627.48
631,Bull,4.93074839,0.00934197,4.93945404,166581.78,157152.62,776248.15,100.00,0.07,0.00063632,200,774880.03
632,Bull,4.93945404,0.01541176,4.95425398,173252.54,163445.79,809751.97,100.00,0.07,0.00061182,200,807332.98
633,Bull,4.95425398,0.01626747,4.96996245,189626.93,178893.33,889093.11,100.00,0.07,0.00055899,200,886282.97
634,Bull,4.96996245,0.01845235,4.98796313,234680.72,221396.91,1104319.60,100.00,0.07,0.00045168,200,1100334.31
635,Bull,4.98796313,0.01512203,5.00263820,237160.86,223736.66,1119273.56,100.00,0.07,0.00044695,200,1115990.21
636,Bull,5.00263820,-0.01565308,4.98655659,247356.02,233354.74,1163636.59,100.00,0.07,0.00042853,200,1167389.31
637,Bull,4.98655659,0.01651618,5.00268462,273092.72,257634.64,1288864.87,100.00,0.07,0.00038815,200,1284709.73
638,Bull,5.00268462,0.01603344,5.01835474,291751.01,275236.80,1381235.90,100.00,0.07,0.00036332,200,1376922.91
639,Bull,5.01835474,0.01492316,5.03291136,289194.81,272825.29,1373105.52,100.00,0.07,0.00036653,200,1369134.10
640,Bull,5.03291136,0.01391714,5.04643085,266563.07,251474.60,1269049.17,100.00,0.07,0.00039765,200,1265649.36
641,Bull,5.04643085,0.01625761,5.06231816,286253.76,270050.71,1367082.64,100.00,0.07,0.00037030,200,1362792.26
642,Bull,5.06231816,0.01478956,5.07672747,278763.40,262984.34,1335099.81,100.00,0.07,0.00038025,200,1331310.39
643,Bull,5.07672747,0.01491356,5.09125271,272968.21,257517.18,1311085.04,100.00,0.07,0.00038832,200,1307344.54
644,Bull,5.09125271,0.01338472,5.10419430,239207.84,225667.78,1151852.18,100.00,0.07,0.00044313,200,1148931.68
645,Bull,5.10419430,0.01644368,5.12022533,256877.46,242337.22,1240821.19,100.00,0.07,0.00041265,200,1236936.28
646,Bull,5.12022533,0.01741641,5.13727780,291255.58,274769.42,1411566.82,100.00,0.07,0.00036394,200,1406881.33
647,Bull,5.13727780,-0.01660046,5.12033946,313718.37,295960.73,1515419.40,100.00,0.07,0.00033788,200,1520432.48
648,Bull,5.12033946,0.01665027,5.13667800,340048.69,320800.65,1647849.66,100.00,0.07,0.00031172,200,1642608.24
649,Bull,5.13667800,0.02182329,5.15828118,481568.22,454309.64,2343456.85,100.00,0.07,0.00022011,200,2333642.32
650,Bull,5.15828118,0.01078705,5.16875247,335686.89,316685.74,1636870.21,100.00,0.07,0.00031577,200,1633554.10
651,Bull,5.16875247,0.01471140,5.18313104,318479.51,300452.36,1557283.98,100.00,0.07,0.00033283,200,1552963.90
652,Bull,5.18313104,0.01514431,5.19793362,310182.74,292625.23,1521046.51,100.00,0.07,0.00034173,200,1516714.91
653,Bull,5.19793362,-0.01294001,5.18458179,257395.09,242825.55,1258948.95,100.00,0.07,0.00041182,200,1262191.11
654,Bull,5.18458179,0.01869759,5.20293681,309421.79,291907.35,1518775.48,100.00,0.07,0.00034257,200,1513417.52
655,Bull,5.20293681,0.01296000,5.21548421,256912.92,242370.68,1264080.47,100.00,0.07,0.00041259,200,1261039.35
656,Bull,5.21548421,0.01609148,5.23117451,264220.22,249264.36,1303945.35,100.00,0.07,0.00040118,200,1300034.32
657,Bull,5.23117451,-0.01574265,5.21503193,265047.34,250044.66,1303990.90,100.00,0.07,0.00039993,200,1308027.26
658,Bull,5.21503193,-0.01386636,5.20071434,234913.40,221616.42,1152563.69,100.00,0.07,0.00045123,200,1155736.70
659,Bull,5.20071434,0.01598989,5.21626394,240751.58,227124.14,1184739.44,100.00,0.07,0.00044029,200,1181207.75
660,Bull,5.21626394,0.01420439,5.22998328,218529.96,206160.34,1078215.13,100.00,0.07,0.00048506,200,1075386.75
661,Bull,5.22998328,0.01544929,5.24493996,215178.10,202998.21,1064713.42,100.00,0.07,0.00049262,200,1061677.24
662,Bull,5.24493996,0.01780164,5.26230617,243442.43,229662.67,1208555.29,100.00,0.07,0.00043542,200,1204566.92
663,Bull,5.26230617,0.01227694,5.27402320,189316.70,178600.66,941944.04,100.00,0.07,0.00055991,200,939851.37
664,Bull,5.27402320,0.01399631,5.28738656,167470.78,157991.30,835361.10,100.00,0.07,0.00063295,200,833249.81
665,Bull,5.28738656,0.01645709,5.30323358,173751.97,163916.95,869289.87,100.00,0.07,0.00061007,200,866692.27
666,Bull,5.30323358,0.02178041,5.32456836,237866.73,224402.58,1194846.87,100.00,0.07,0.00044563,200,1190059.29
667,Bull,5.32456836,0.01457643,5.33865645,217059.67,204773.28,1093214.16,100.00,0.07,0.00048834,200,1090329.30
668,Bull,5.33865645,0.01993682,5.35820096,270197.82,254903.60,1365824.71,100.00,0.07,0.00039231,200,1360842.74
669,Bull,5.35820096,-0.01809337,5.33975906,304131.17,286916.19,1532063.35,100.00,0.07,0.00034853,200,1537354.62
670,Bull,5.33975906,-0.01364378,5.32570607,259031.50,244369.34,1301439.26,100.00,0.07,0.00040922,200,1304873.38
671,Bull,5.32570607,0.01365075,5.33887787,221314.90,208787.64,1114691.73,100.00,0.07,0.00047896,200,1111941.62
672,Bull,5.33887787,0.01465206,5.35300637,202459.50,190999.53,1022421.69,100.00,0.07,0.00052356,200,1019723.15
673,Bull,5.35300637,0.01775151,5.37028423,223797.09,211129.33,1133824.50,100.00,0.07,0.00047364,200,1130176.64
674,Bull,5.37028423,-0.01980331,5.35009559,275089.29,259518.20,1388447.16,100.00,0.07,0.00038533,200,1393686.47
675,Bull,5.35009559,0.01324669,5.36287540,227037.85,214186.65,1148656.31,100.00,0.07,0.00046688,200,1145919.04
676,Bull,5.36287540,0.01753944,5.37998658,247511.29,233501.22,1256233.44,100.00,0.07,0.00042826,200,1252237.96
677,Bull,5.37998658,0.01821826,5.39782543,279382.75,263568.63,1422697.44,100.00,0.07,0.00037941,200,1417995.68
678,Bull,5.39782543,-0.01682695,5.38063336,290311.87,273879.12,1473643.14,100.00,0.07,0.00036512,200,1478351.69
679,Bull,5.38063336,0.01710304,5.39739180,307597.91,290186.71,1566251.37,100.00,0.07,0.00034461,200,1561388.30
680,Bull,5.39739180,0.01816124,5.41524579,345003.66,325475.15,1762527.96,100.00,0.07,0.00030724,200,1756716.92
681,Bull,5.41524579,0.01384758,5.42873293,294075.13,277429.37,1506089.95,100.00,0.07,0.00036045,200,1502348.22
682,Bull,5.42873293,0.02483992,5.45333652,448527.17,423138.84,2307518.50,100.00,0.07,0.00023633,200,2297107.76
683,Bull,5.45333652,0.01392071,5.46697949,381651.14,360048.25,1968376.38,100.00,0.07,0.00027774,200,1963464.26
